,Avg DWPDEP(C),Min DWPDEP(C),Max DWPDEP(C),Avg LCLD(%),Min LCLD(%),Max LCLD(%),Avg MCLD(%),Min MCLD(%),Max MCLD(%),Avg HCLD(%),Min HCLD(%),Max HCLD(%),Avg PRES(hPa),Min PRES(hPa),Max PRES(hPa)
2010-02-21 12:00:00,0.5755555555555555,0.17999999999999994,1.04,100.0,100.0,100.0,56.666666666666664,1.0,100.0,76.44444444444444,43.0,100.0,979.0777777777779,975.8,982.9
2010-02-22 12:00:00,1.086666666666667,0.53,1.66,99.77777777777777,98.0,100.0,40.111111111111114,0.0,92.0,20.88888888888889,0.0,79.0,985.2222222222222,983.5,987.1
2010-02-23 12:00:00,2.0444444444444443,1.12,3.1099999999999994,100.0,100.0,100.0,9.777777777777779,0.0,38.0,2.6666666666666665,0.0,16.0,988.4000000000001,986.4,990.4
2010-02-24 12:00:00,2.0244444444444443,1.0499999999999998,3.5,76.66666666666667,5.0,100.0,2.2222222222222223,0.0,18.0,0.0,0.0,0.0,991.5,989.2,993.0
2010-02-25 12:00:00,2.51,1.25,5.34,12.333333333333334,4.0,57.0,0.6666666666666666,0.0,5.0,9.11111111111111,0.0,72.0,990.0333333333333,987.6,992.1
2010-02-26 12:00:00,1.793333333333333,1.2600000000000002,3.1399999999999997,87.66666666666667,25.0,100.0,38.111111111111114,0.0,100.0,55.111111111111114,6.0,98.0,985.8444444444444,984.7,986.8
2010-02-27 12:00:00,1.397777777777778,0.8,2.5,100.0,100.0,100.0,0.0,0.0,0.0,18.88888888888889,0.0,93.0,988.6444444444444,986.0,991.3
2010-02-28 12:00:00,1.6433333333333333,0.81,2.94,96.0,70.0,101.0,5.333333333333333,0.0,38.0,70.88888888888889,2.0,100.0,992.4888888888888,991.3,993.8
2010-03-01 12:00:00,1.7922222222222226,0.3999999999999999,3.18,84.0,26.0,100.0,12.333333333333334,0.0,79.0,32.0,0.0,94.0,990.3333333333334,988.4,992.4
2010-03-02 12:00:00,2.506666666666667,1.4799999999999998,4.97,67.11111111111111,1.0,100.0,43.22222222222222,0.0,95.0,35.0,0.0,78.0,989.5777777777779,988.5,991.4
2010-03-03 12:00:00,2.5744444444444445,0.8600000000000003,6.62,35.77777777777778,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,993.4444444444447,991.6,995.4
2010-03-04 12:00:00,2.5633333333333335,0.7000000000000002,6.49,9.88888888888889,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,997.5555555555555,995.3,999.2
2010-03-05 12:00:00,3.3044444444444445,0.6800000000000002,7.6000000000000005,1.1111111111111112,0.0,6.0,5.555555555555555,0.0,45.0,0.2222222222222222,0.0,2.0,999.0666666666667,996.5,1001.3
2010-03-06 12:00:00,1.961111111111111,0.3699999999999999,5.38,63.44444444444444,3.0,100.0,49.25,3.0,100.0,2.2222222222222223,0.0,11.0,992.911111111111,990.2,997.1
2010-03-07 12:00:00,1.5655555555555556,0.2400000000000002,5.0200000000000005,59.111111111111114,4.0,100.0,0.1111111111111111,0.0,1.0,16.333333333333332,0.0,100.0,989.9000000000001,987.2,991.9
2010-03-08 12:00:00,0.8200000000000003,0.41000000000000014,1.3800000000000008,59.55555555555556,3.0,100.0,50.666666666666664,0.0,99.0,71.77777777777777,2.0,100.0,982.488888888889,977.2,987.3
2010-03-09 12:00:00,1.9588888888888891,0.4800000000000004,6.299999999999999,52.888888888888886,1.0,100.0,22.444444444444443,0.0,92.0,41.55555555555556,0.0,99.0,976.2666666666667,975.0,977.1
2010-03-10 12:00:00,0.843333333333333,0.4499999999999993,1.6099999999999994,61.77777777777778,2.0,100.0,52.666666666666664,0.0,100.0,79.55555555555556,2.0,101.0,974.6111111111111,972.3,977.1
2010-03-11 12:00:00,1.1366666666666667,0.6800000000000002,2.2200000000000006,44.666666666666664,2.0,100.0,74.88888888888889,4.0,100.0,88.66666666666667,6.0,100.0,973.1333333333332,966.5,977.6
2010-03-12 12:00:00,1.434444444444444,0.47999999999999954,3.58,87.55555555555556,29.0,100.0,42.22222222222222,7.0,100.0,98.44444444444444,90.0,100.0,972.8888888888889,967.8,977.1
2010-03-13 12:00:00,1.4900000000000002,1.08,2.3400000000000003,100.0,100.0,100.0,1.7777777777777777,0.0,4.0,70.22222222222223,0.0,100.0,981.4333333333335,974.0,987.9
2010-03-14 12:00:00,1.3955555555555554,0.8700000000000001,2.3200000000000003,100.0,100.0,100.0,0.5714285714285714,0.0,3.0,65.88888888888889,15.0,96.0,992.3222222222224,987.0,996.5
2010-03-15 12:00:00,2.5888888888888886,0.7100000000000002,6.429999999999999,30.22222222222222,0.0,88.0,12.666666666666666,0.0,66.0,22.11111111111111,0.0,72.0,994.622222222222,993.6,995.6
2010-03-16 12:00:00,4.258888888888889,1.34,9.42,0.4444444444444444,0.0,2.0,0.8888888888888888,0.0,4.0,37.625,0.0,90.0,992.6888888888888,991.4,994.0
2010-03-17 12:00:00,3.4788888888888887,1.0499999999999998,7.07,0.0,0.0,0.0,0.2222222222222222,0.0,2.0,19.333333333333332,0.0,99.0,988.188888888889,986.0,990.5
2010-03-18 12:00:00,3.045555555555555,0.7000000000000002,6.999999999999999,12.666666666666666,0.0,99.0,5.777777777777778,0.0,28.0,86.11111111111111,35.0,100.0,986.5111111111112,985.4,987.0
2010-03-19 12:00:00,1.1466666666666667,0.8099999999999996,1.64,92.88888888888889,42.0,100.0,44.888888888888886,0.0,88.0,94.0,84.0,100.0,989.0777777777779,986.4,991.1
2010-03-20 12:00:00,1.46,0.8399999999999999,3.1800000000000006,96.22222222222223,82.0,100.0,47.0,7.0,92.0,99.77777777777777,97.0,101.0,985.8222222222222,982.2,988.9
2010-03-21 12:00:00,1.7311111111111108,1.0699999999999994,2.6900000000000004,90.33333333333333,47.0,101.0,55.375,5.0,100.0,74.71428571428571,1.0,100.0,981.6666666666666,980.3,983.4
2010-03-22 12:00:00,3.1288888888888895,0.8200000000000003,7.620000000000001,1.4444444444444444,0.0,3.0,18.666666666666668,0.0,75.0,30.77777777777778,0.0,90.0,985.6555555555556,983.8,989.6
2010-03-23 12:00:00,2.061111111111111,0.5199999999999996,4.469999999999999,12.666666666666666,0.0,50.0,70.44444444444444,8.0,100.0,99.11111111111111,96.0,100.0,988.4888888888888,985.6,990.6
2010-03-24 12:00:00,1.5055555555555553,0.3200000000000003,3.36,74.0,6.0,100.0,73.55555555555556,6.0,100.0,97.77777777777777,82.0,100.0,984.3222222222222,981.2,989.9
2010-03-25 12:00:00,3.8122222222222226,1.4500000000000002,7.98,2.2222222222222223,0.0,16.0,13.777777777777779,0.0,68.0,36.875,0.0,100.0,991.8000000000001,988.6,993.6
2010-03-26 12:00:00,2.9011111111111116,0.7800000000000002,6.169999999999999,15.555555555555555,0.0,99.0,58.666666666666664,16.0,100.0,96.88888888888889,89.0,101.0,988.5222222222221,982.9,992.2
2010-03-27 12:00:00,1.0855555555555554,0.33999999999999986,2.45,76.0,8.0,100.0,71.55555555555556,0.0,100.0,82.22222222222223,0.0,101.0,980.2555555555555,975.7,986.7
2010-03-28 12:00:00,2.485555555555555,0.8600000000000001,5.6499999999999995,1.3333333333333333,0.0,4.0,0.0,0.0,0.0,1.2222222222222223,0.0,11.0,987.6777777777778,985.9,989.1
2010-03-29 12:00:00,2.69,0.9600000000000001,6.26,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,80.0,987.2777777777778,984.8,989.6
2010-03-30 12:00:00,2.6955555555555555,1.0799999999999992,5.73,0.0,0.0,0.0,0.0,0.0,0.0,58.666666666666664,7.0,100.0,983.1555555555556,981.6,984.5
2010-03-31 12:00:00,2.464444444444444,0.47999999999999865,5.299999999999999,13.777777777777779,0.0,84.0,0.0,0.0,0.0,61.888888888888886,5.0,100.0,983.9777777777776,982.2,985.2
2010-04-01 12:00:00,4.347777777777779,1.4600000000000009,8.45,1.1111111111111112,0.0,7.0,1.1111111111111112,0.0,8.0,98.88888888888889,95.0,101.0,982.4000000000001,979.2,984.5
2010-04-02 12:00:00,2.578888888888889,1.0299999999999994,5.15,40.22222222222222,0.0,100.0,47.0,0.0,100.0,74.11111111111111,5.0,100.0,983.7444444444445,978.2,990.9
2010-04-03 12:00:00,4.1544444444444455,1.1399999999999988,8.260000000000002,15.777777777777779,0.0,77.0,16.22222222222222,0.0,72.0,53.55555555555556,6.0,98.0,988.3444444444444,983.6,991.0
2010-04-04 12:00:00,3.882222222222222,1.1999999999999993,10.759999999999998,31.333333333333332,2.0,100.0,1.875,0.0,10.0,8.0,0.0,50.0,986.6444444444444,983.0,990.8
2010-04-05 12:00:00,3.6755555555555555,1.25,7.67,44.77777777777778,3.0,100.0,1.2222222222222223,0.0,4.0,8.0,0.0,31.0,978.5444444444444,975.4,983.4
2010-04-06 12:00:00,1.8055555555555556,0.8699999999999992,2.5100000000000016,98.66666666666667,88.0,100.0,20.88888888888889,3.0,62.0,56.77777777777778,7.0,100.0,977.4777777777776,976.2,980.0
2010-04-07 12:00:00,3.352222222222222,2.3299999999999996,5.5,87.66666666666667,23.0,100.0,14.444444444444445,0.0,90.0,9.777777777777779,0.0,56.0,983.2666666666669,976.2,988.7
2010-04-08 12:00:00,5.558888888888889,1.4699999999999998,11.23,1.6666666666666667,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,991.3000000000001,987.1,995.2
2010-04-09 12:00:00,4.4877777777777785,2.3100000000000005,8.68,0.2222222222222222,0.0,2.0,4.0,0.0,32.0,0.0,0.0,0.0,995.7444444444445,994.6,996.8
2010-04-10 12:00:00,3.5633333333333335,0.5,8.21,27.88888888888889,1.0,96.0,42.111111111111114,0.0,99.0,6.444444444444445,0.0,31.0,997.1444444444446,995.8,999.2
2010-04-11 12:00:00,3.573333333333333,0.6999999999999993,8.98,6.111111111111111,0.0,16.0,0.6666666666666666,0.0,5.0,29.333333333333332,0.0,56.0,998.0666666666667,996.5,1000.6
2010-04-12 12:00:00,5.06,1.0200000000000014,11.629999999999999,4.0,0.0,24.0,0.6666666666666666,0.0,4.0,38.55555555555556,13.0,74.0,996.7555555555555,995.0,999.3
2010-04-13 12:00:00,5.482222222222224,1.6400000000000006,12.8,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.0,49.0,999.7333333333333,998.4,1001.6
2010-04-14 12:00:00,5.9433333333333325,3.039999999999999,11.68,3.125,0.0,21.0,0.125,0.0,1.0,6.222222222222222,0.0,14.0,996.5888888888888,993.2,998.9
2010-04-15 12:00:00,3.826666666666666,1.7100000000000009,6.880000000000001,29.666666666666668,1.0,92.0,37.333333333333336,0.0,101.0,74.44444444444444,0.0,100.0,991.4888888888888,989.3,994.2
2010-04-16 12:00:00,7.935555555555554,3.6900000000000004,13.09,0.2222222222222222,0.0,2.0,0.0,0.0,0.0,22.444444444444443,0.0,100.0,993.9222222222223,992.7,995.2
2010-04-17 12:00:00,6.36,3.04,10.969999999999999,0.0,0.0,0.0,0.0,0.0,0.0,34.666666666666664,0.0,98.0,994.5777777777777,993.3,996.1
2010-04-18 12:00:00,4.774444444444445,2.4299999999999997,9.52,3.111111111111111,0.0,22.0,23.125,0.0,98.0,99.44444444444444,97.0,101.0,993.8222222222222,991.6,995.7
2010-04-19 12:00:00,6.41,3.0600000000000005,11.920000000000002,20.444444444444443,1.0,66.0,54.333333333333336,0.0,101.0,71.77777777777777,4.0,100.0,988.5222222222224,985.9,991.6
2010-04-20 12:00:00,7.534444444444443,3.24,14.919999999999998,14.11111111111111,0.0,79.0,10.222222222222221,0.0,39.0,29.444444444444443,0.0,101.0,984.7888888888889,983.5,985.8
2010-04-21 12:00:00,5.204444444444444,0.9199999999999999,10.41,18.444444444444443,1.0,70.0,38.111111111111114,0.0,100.0,54.888888888888886,0.0,100.0,983.1444444444444,982.0,984.6
2010-04-22 12:00:00,1.5199999999999998,0.6199999999999992,4.65,80.22222222222223,4.0,100.0,89.0,42.0,100.0,98.0,86.0,100.0,981.0777777777779,978.1,982.7
2010-04-23 12:00:00,1.3555555555555554,0.6899999999999995,2.4200000000000017,72.22222222222223,8.0,100.0,63.77777777777778,4.0,100.0,86.77777777777777,16.0,100.0,971.6333333333332,961.7,977.7
2010-04-24 12:00:00,1.3055555555555558,1.0099999999999998,2.4000000000000004,94.11111111111111,69.0,100.0,62.77777777777778,29.0,100.0,24.22222222222222,1.0,97.0,962.5666666666667,956.2,970.3
2010-04-25 12:00:00,3.6100000000000003,1.21,7.4799999999999995,41.111111111111114,1.0,100.0,5.0,0.0,23.0,75.0,44.0,95.0,974.9666666666666,969.2,979.5
2010-04-26 12:00:00,5.474444444444445,1.8999999999999995,10.49,19.444444444444443,0.0,80.0,42.333333333333336,0.0,100.0,39.333333333333336,0.0,94.0,982.3000000000001,976.5,987.5
2010-04-27 12:00:00,6.75,2.459999999999999,11.9,2.625,0.0,12.0,12.444444444444445,0.0,88.0,47.77777777777778,0.0,96.0,986.2888888888889,984.1,988.4
2010-04-28 12:00:00,4.634444444444444,1.7799999999999994,8.34,0.375,0.0,2.0,1.1111111111111112,0.0,3.0,50.111111111111114,5.0,99.0,979.6555555555557,975.3,985.2
2010-04-29 12:00:00,3.5366666666666666,2.1899999999999977,4.270000000000001,55.111111111111114,0.0,100.0,3.7777777777777777,0.0,19.0,23.11111111111111,0.0,99.0,975.3999999999999,973.4,977.2
2010-04-30 12:00:00,4.368888888888888,0.5299999999999976,11.49,51.666666666666664,7.0,101.0,28.555555555555557,3.0,96.0,65.33333333333333,19.0,100.0,976.0222222222224,971.3,979.2
2010-05-01 12:00:00,4.04,0.5299999999999976,8.209999999999999,40.44444444444444,1.0,100.0,29.666666666666668,6.0,54.0,14.0,2.0,30.0,978.8000000000001,972.8,983.0
2010-05-02 12:00:00,3.4977777777777774,0.5899999999999999,8.360000000000001,3.7777777777777777,1.0,9.0,3.2222222222222223,0.0,17.0,0.4444444444444444,0.0,2.0,983.7999999999998,980.6,987.3
2010-05-03 12:00:00,4.896666666666667,1.0,9.72,1.4444444444444444,0.0,5.0,5.333333333333333,0.0,29.0,0.5555555555555556,0.0,3.0,984.8333333333334,982.2,986.9
2010-05-04 12:00:00,5.23,1.17,9.14,20.77777777777778,0.0,81.0,12.444444444444445,0.0,91.0,0.0,0.0,0.0,983.4777777777776,981.6,987.1
2010-05-05 12:00:00,5.788888888888889,2.209999999999999,11.05,7.333333333333333,0.0,65.0,0.4444444444444444,0.0,2.0,5.0,0.0,34.0,986.9333333333333,981.8,990.1
2010-05-06 12:00:00,2.743333333333333,1.3500000000000014,4.83,67.66666666666667,29.0,100.0,18.22222222222222,1.0,82.0,64.77777777777777,1.0,100.0,979.7222222222222,975.5,984.4
2010-05-07 12:00:00,4.38,2.66,6.459999999999999,73.11111111111111,1.0,100.0,0.3333333333333333,0.0,2.0,1.1111111111111112,0.0,10.0,992.2555555555557,984.7,999.1
2010-05-08 12:00:00,5.928888888888888,1.93,11.23,0.6666666666666666,0.0,6.0,27.77777777777778,0.0,100.0,20.444444444444443,0.0,97.0,999.0222222222224,997.4,1001.0
2010-05-09 12:00:00,4.155555555555555,0.8100000000000005,8.849999999999998,48.666666666666664,2.0,100.0,52.44444444444444,6.0,100.0,42.55555555555556,5.0,101.0,994.7333333333333,985.4,1000.0
2010-05-10 12:00:00,1.6922222222222216,0.6500000000000004,4.399999999999999,72.66666666666667,15.0,100.0,27.375,0.0,97.0,32.5,0.0,100.0,983.3666666666666,978.5,989.6
2010-05-11 12:00:00,1.257777777777778,0.6799999999999997,1.709999999999999,77.44444444444444,23.0,100.0,7.555555555555555,0.0,28.0,50.44444444444444,0.0,100.0,986.9666666666667,984.3,988.6
2010-05-12 12:00:00,2.0211111111111104,0.35999999999999943,5.079999999999998,84.55555555555556,42.0,101.0,24.88888888888889,2.0,72.0,99.77777777777777,98.0,100.0,987.5666666666665,985.7,991.5
2010-05-13 12:00:00,3.9655555555555555,1.08,9.01,23.77777777777778,0.0,100.0,26.22222222222222,0.0,100.0,73.11111111111111,5.0,100.0,995.6666666666666,992.0,998.2
2010-05-14 12:00:00,4.09111111111111,2.129999999999999,7.640000000000001,1.1111111111111112,0.0,8.0,25.22222222222222,0.0,100.0,99.55555555555556,98.0,100.0,997.0333333333333,995.3,998.7
2010-05-15 12:00:00,1.8244444444444439,0.8899999999999988,2.9800000000000004,92.11111111111111,34.0,101.0,47.0,2.0,100.0,87.77777777777777,60.0,100.0,991.3444444444443,988.9,993.9
2010-05-16 12:00:00,0.7766666666666667,0.6699999999999999,1.120000000000001,99.11111111111111,94.0,100.0,99.0,91.0,100.0,97.11111111111111,74.0,100.0,987.6555555555556,986.6,989.2
2010-05-17 12:00:00,1.443333333333333,0.75,2.6099999999999994,90.66666666666667,57.0,101.0,1.125,0.0,4.0,20.555555555555557,1.0,49.0,987.3222222222224,986.5,987.8
2010-05-18 12:00:00,2.9366666666666665,0.7199999999999989,6.529999999999999,35.333333333333336,0.0,100.0,0.6666666666666666,0.0,3.0,39.55555555555556,1.0,100.0,988.3555555555556,987.0,989.6
2010-05-19 12:00:00,1.2733333333333325,0.5599999999999987,2.4799999999999986,34.111111111111114,1.0,99.0,45.111111111111114,2.0,100.0,93.11111111111111,41.0,100.0,987.8444444444444,984.5,989.9
2010-05-20 12:00:00,1.435555555555555,0.39000000000000057,3.2399999999999984,91.55555555555556,62.0,100.0,17.0,0.0,78.0,63.0,0.0,100.0,983.1444444444446,981.9,984.7
2010-05-21 12:00:00,2.6766666666666663,0.2400000000000002,7.419999999999998,42.55555555555556,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,986.7444444444445,984.6,988.6
